152,1,14,0,5,5
155,1,14,0,5,5
158,1,14,0,5,5
252,101,14,0,5,5
255,101,14,0,5,5
258,101,14,0,5,5
261,101,1,45,2,3
263,101,1,10,2,3
165,101,1,45,2,3
261,103,1,60,2,4
263,103,1,20,2,4
278,103,1,20,2,4
72,103,2,60,5,35
278,103,2,35,10,30
279,103,2,5,25,30
72,103,4,30,5,10
129,103,4,70,5,10
72,103,5,20,10,30
129,103,5,60,10,30
320,103,5,20,10,30
319,103,6,40,30,35
320,103,6,60,25,45
261,102,1,30,3,4
263,102,1,15,3,4
265,102,1,30,3,4
270,102,1,20,3,4
273,102,1,1,3,3
280,102,1,4,4,4
118,102,2,1,20,30
183,102,2,99,5,35
118,102,4,30,5,10
129,102,4,70,5,10
118,102,5,20,10,30
129,102,5,60,10,30
341,102,5,20,10,30
341,102,6,100,20,45
273,102,7,50,3,3
183,3,2,100,5,35
118,3,4,30,5,10
129,3,4,70,5,10
118,3,5,20,10,30
129,3,5,60,10,30
341,3,5,20,10,30
341,3,6,100,20,45
183,104,1,20,4,5
261,104,1,40,4,5
265,104,1,20,4,4
276,104,1,10,4,5
278,104,1,10,4,5
278,104,2,95,10,30
279,104,2,5,25,30
129,104,4,100,5,10
129,104,5,100,10,30
129,104,6,100,20,45
273,4,13,0,1,100
63,116,1,10,7,7
261,116,1,28,6,8
276,116,1,20,6,8
290,116,1,20,6,7
293,116,1,20,6,6
300,116,1,2,7,8
300,116,7,50,8,8
293,6,10,100,5,8
261,5,1,30,5,6
265,5,1,25,5,6
266,5,1,10,5,5
268,5,1,10,5,5
276,5,1,5,5,6
285,5,1,15,5,6
287,5,1,5,5,6
72,105,2,60,5,35
278,105,2,35,10,30
279,105,2,5,25,30
72,105,4,30,5,10
129,105,4,70,5,10
72,105,5,20,10,30
129,105,5,60,10,30
320,105,5,20,10,30
320,105,6,100,20,45
382,7,9,0,70,70
378,8,9,0,40,40
383,9,9,0,70,70
41,10,10,100,6,16
72,106,2,60,5,35
278,106,2,35,10,30
279,106,2,5,25,30
72,106,4,30,5,10
129,106,4,70,5,10
72,106,5,20,10,30
129,106,5,60,10,30
320,106,5,20,10,30
320,106,6,100,20,45
72,11,2,60,5,35
278,11,2,35,10,30
279,11,2,5,25,30
72,11,4,30,5,10
129,11,4,70,5,10
72,11,5,20,10,30
129,11,5,60,10,30
320,11,5,20,10,30
320,11,6,100,20,45
41,12,10,30,7,30
63,12,10,10,8,10
74,12,10,10,6,10
296,12,10,50,6,50
41,13,10,30,7,8
63,13,10,10,8,8
296,13,10,50,6,10
304,13,10,10,7,8
41,14,10,30,9,10
63,14,10,10,9,9
296,14,10,10,10,11
302,14,10,10,9,11
304,14,10,40,9,11
41,15,10,30,10,11
63,15,10,10,10,10
302,15,10,20,10,12
304,15,10,40,10,12
74,15,12,70,5,20
299,15,12,30,10,20
72,107,2,60,5,35
278,107,2,35,10,30
279,107,2,5,25,30
72,107,4,30,5,10
129,107,4,70,5,10
72,107,5,20,10,30
129,107,5,60,10,30
320,107,5,20,10,30
320,107,6,100,20,45
72,108,2,60,5,35
278,108,2,35,10,30
279,108,2,5,25,30
72,108,4,30,5,10
129,108,4,70,5,10
72,108,5,20,10,30
129,108,5,60,10,30
320,108,5,20,10,30
320,108,6,100,20,45
72,16,2,99,5,35
73,16,2,1,35,35
72,16,4,30,5,10
129,16,4,70,5,10
72,16,5,40,10,30
129,16,5,60,10,30
72,16,6,80,25,35
73,16,6,20,20,35
72,109,2,60,5,35
278,109,2,35,10,30
279,109,2,5,25,30
72,109,4,30,5,10
129,109,4,70,5,10
72,109,5,20,10,30
129,109,5,60,10,30
320,109,5,20,10,30
320,109,6,100,20,45
43,110,1,10,13,13
261,110,1,20,12,12
278,110,1,8,12,12
309,110,1,30,12,13
311,110,1,2,12,13
312,110,1,15,13,13
316,110,1,15,12,13
72,110,2,60,5,35
278,110,2,35,10,30
279,110,2,5,25,30
72,110,4,30,5,10
129,110,4,70,5,10
72,110,5,20,10,30
129,110,5,60,10,30
320,110,5,20,10,30
320,110,6,100,20,45
81,18,10,50,22,26
100,18,10,50,22,26
81,19,10,49,22,26
82,19,10,1,26,26
100,19,10,49,22,26
101,19,10,1,26,26
100,19,15,0,25,25
43,117,1,40,13,14
183,117,1,10,13,13
261,117,1,30,13,14
273,117,1,1,13,13
313,117,1,1,13,13
314,117,1,18,13,14
118,117,2,1,20,30
183,117,2,99,5,35
118,117,4,30,5,10
129,117,4,70,5,10
118,117,5,20,10,30
129,117,5,60,10,30
341,117,5,20,10,30
341,117,6,100,20,45
273,117,7,50,13,3
27,111,3,35,19,21
328,111,3,35,19,21
331,111,3,6,20,22
343,111,3,24,19,21
74,111,12,100,5,20
118,111,2,1,20,30
183,111,2,99,5,35
118,111,4,30,5,10
129,111,4,70,5,10
118,111,5,20,10,30
129,111,5,60,10,30
339,111,5,29,10,30
339,111,6,100,20,45
337,22,9,0,40,40
27,23,10,50,20,24
328,23,10,50,20,24
183,112,1,25,14,16
322,112,1,75,14,16
66,24,10,15,15,16
88,24,10,2,14,14
109,24,10,25,15,16
218,24,10,10,15,15
322,24,10,30,15,16
324,24,10,18,14,16
218,113,1,25,14,16
227,113,1,5,16,16
327,113,1,70,14,16
270,114,1,30,15,16
271,114,1,20,16,18
274,114,1,1,15,15
333,114,1,40,15,17
336,114,1,9,15,17
74,114,12,100,5,20
118,114,2,1,20,30
183,114,2,99,5,35
118,114,4,30,5,10
129,114,4,70,5,10
118,114,5,20,10,30
129,114,5,60,10,30
341,114,5,20,10,30
341,114,6,100,20,45
274,114,7,50,15,15
132,27,10,50,38,45
293,27,10,34,35,38
294,27,10,16,38,44
41,28,10,80,14,20
338,28,10,20,14,18
41,28,2,90,5,35
338,28,2,10,5,35
118,28,4,30,5,10
129,28,4,70,5,10
118,28,5,20,10,30
129,28,5,60,10,30
341,28,5,20,10,30
341,28,6,100,20,45
41,29,10,65,33,40
338,29,10,35,33,39
41,29,2,90,30,35
338,29,2,10,5,35
118,29,4,30,5,10
129,29,4,70,5,10
118,29,5,20,10,30
129,29,5,60,10,30
341,29,5,20,10,30
341,29,6,80,25,35
342,29,6,20,30,45
41,30,10,65,33,40
338,30,10,35,33,39
41,30,2,90,30,35
338,30,2,10,5,35
118,30,4,30,5,10
129,30,4,70,5,10
118,30,5,20,10,30
129,30,5,60,10,30
341,30,5,20,10,30
341,30,6,80,25,35
342,30,6,20,30,45
41,31,10,50,33,40
338,31,10,25,35,39
371,31,10,25,25,35
41,31,2,90,30,35
338,31,2,10,5,35
118,31,4,30,5,10
129,31,4,70,5,10
118,31,5,20,10,30
129,31,5,60,10,30
341,31,5,20,10,30
341,31,6,80,25,35
342,31,6,20,30,45
41,32,10,65,33,40
338,32,10,35,33,39
39,115,1,10,24,25
276,115,1,40,23,25
277,115,1,10,25,25
278,115,1,10,24,26
333,115,1,30,23,25
72,115,2,60,5,35
278,115,2,35,10,30
279,115,2,5,25,30
72,115,4,30,5,10
129,115,4,70,5,10
72,115,5,20,10,30
129,115,5,60,10,30
320,115,5,20,10,30
320,115,6,100,20,45
66,33,1,25,20,22
322,33,1,55,20,22
325,33,1,20,20,22
360,34,9,0,5,5
72,17,2,60,5,35
278,17,2,35,10,30
279,17,2,5,25,30
72,17,4,30,5,10
129,17,4,70,5,10
72,17,5,20,10,30
129,17,5,60,10,30
320,17,5,20,10,30
320,17,6,100,20,45
263,118,1,30,24,26
264,118,1,10,26,26
278,118,1,19,25,27
309,118,1,30,24,26
310,118,1,10,26,26
352,118,1,1,25,25
72,118,2,60,5,35
278,118,2,35,10,30
279,118,2,5,25,30
72,118,4,30,5,10
129,118,4,70,5,10
72,118,5,20,10,30
129,118,5,60,10,30
318,118,5,20,10,30
318,118,6,60,20,45
319,118,6,40,30,35
43,123,1,15,26,28
44,123,1,5,28,28
261,123,1,20,26,26
262,123,1,20,26,28
